airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
negative,TRUE,0,0,@Iberia He contactado mil veces con el servicio de atención al cliente y no son capaces de darme ninguna respuesta.… https://t.co/nBYaMk8hZP,,Wed Dec 13 16:00:48 +0000 2017,940974798070538241,,Amsterdam
positive,FALSE,0,0,"""Ryanair no se conforma sólo con los vuelos"" https://t.co/DHqOr23H3j",,Fri Nov 17 09:01:29 +0000 2017,931447185807470592,,Mexico City
positive,FALSE,0,0,Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey  https://t.co/3qfKS0jI3Y,,Tue Nov 28 16:28:16 +0000 2017,935545888826675202,,Madrid
positive,TRUE,0,0,@Iberia Gracias,,Thu Oct 26 05:38:13 +0000 2017,923423498806145029,,Central Time (US & Canada)
negative,FALSE,0,0,"Vídeo | Hacía media hora que el avión de Ryanair procedente de Londres había aterrizado en Málaga. Y este viajero,… https://t.co/xuGZsvY2Es",,Wed Jan 03 13:09:28 +0000 2018,948541824334991361,,Central Time (US & Canada)
neutral,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/q0qvNY3vgj,,Tue Dec 12 22:24:14 +0000 2017,940708903704285184,,
neutral,FALSE,0,0,Para mi @vueling la mejor compañia !! Te ayudan en todo las azafatas super amables !! La recomiendo a todos pero… https://t.co/TMFtYPdcCD,,Wed Nov 29 11:45:03 +0000 2017,935837003647774720,,Pacific Time (US & Canada)
neutral,FALSE,0,0,Samsung regala un móvil Note 8 a los 200 pasajeros de un vuelo de Iberia https://t.co/1lEW1lmg4u via @el_pais,,Thu Oct 26 18:40:42 +0000 2017,923620419462148096,,
negative,TRUE,0,0,@Iberia @FILGuadalajara RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITE… https://t.co/aoawyxyEhO,,Wed Dec 13 21:29:45 +0000 2017,941057578825666560,,
positive,FALSE,0,0,"La Noticias, con Karla Iberia: Programa del 27 de diciembre de 2017 https://t.co/AZ0K8ODTYl",,Wed Dec 27 23:19:30 +0000 2017,946158629442523136,,Mexico City
negative,FALSE,0,0,Weekend Noticias Turismo: Los tripulantes de cabina de Ryanair denuncian por fraude a la low cost https://t.co/bRarphHzZ3,,Wed Nov 15 00:19:22 +0000 2017,930591016016629762,,London
neutral,TRUE,0,0,@lmonterorguez @Iberia En su perfil pone que está a nuestro servicio las 24 horas #CyACartuja,,Tue Dec 05 12:16:35 +0000 2017,938019268981149696,,
negative,TRUE,0,0,"@Ryanair_ES NO TENGO RESPUESTA POR PARTE DE refund@ryanair.com TENGO PENDIENTE 2 REEMBOLSOS COMO PODRÁN COMPRENDER,… https://t.co/FtQ4qoFKxx",,Thu Dec 14 22:46:12 +0000 2017,941439206337011723,,
negative,TRUE,0,0,"@AeroAsturias @volotea @TurismoAsturias @Iberia ojalá fuera así, pero ya me ha pasado lo contrario. 7:35 es pelin tarde",,Thu Jan 04 19:14:50 +0000 2018,948996158583660545,,
positive,FALSE,0,0,Me acabo de comprar un billete Madrid - Gran Canaria - Madrid en CARNAVALES por solo 44€ con @Iberia. Estoy llorando de la EMOCIÓN,,Fri Dec 22 19:20:13 +0000 2017,944286471560802304,,Amsterdam
negative,FALSE,0,0,1 2 3 escondite inglés tenías un cojín y ya no lo ves Gracias #Iberia #3651 #unplacer #sillachicco,,Thu Dec 28 16:12:41 +0000 2017,946413604978544640,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/pOps79152h",,Mon Dec 04 01:24:18 +0000 2017,937492728744763393,,Hawaii
neutral,FALSE,0,0,Iberia descendió en el momento que los dirigentes dejaron partir a jugadores que se identificaban con esos colores… https://t.co/FqAt8jFSgS,,Wed Nov 15 01:35:43 +0000 2017,930610228684615681,,
negative,FALSE,0,0,"El personal de tierra de Ryanair en España convoca huelga el próximo día 30 de diciembre

https://t.co/mmvMjemRBP",,Fri Dec 15 04:00:01 +0000 2017,941518178802438145,,Madrid
negative,TRUE,0,0,"@Iberia una verguenza servicio nene york Madrid,mala atención de azafatas y pésima comida nunca más Iberia, peor co… https://t.co/1dfEl92iDg",,Mon Nov 20 10:49:50 +0000 2017,932561617581150209,,Greenland
negative,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/C4CfWdwMM9",,Sat Nov 25 14:25:47 +0000 2017,934427902753599488,,
neutral,TRUE,0,0,@Ryanair #TravelThursday Alicante ✈️ https://t.co/ETE7H7dB67,,Thu Nov 30 16:44:29 +0000 2017,936274748249706501,,
positive,TRUE,0,0,"@Ryanair_ES @Ryanair me encanta viajar porqué 
Realmente es lo q me gusta 
Ya no puedo dejar de hacerlo 
A cualquie… https://t.co/CFregNyvDl",,Mon Dec 18 16:10:09 +0000 2017,942789089706856448,,
negative,TRUE,0,0,@Ryanair_ES  menudo cachondeo tenéis montado con las cancelaciones. Me parece lamentable. Mi familia no podrá venir… https://t.co/ILEjIyjN2g,,Thu Nov 16 11:30:01 +0000 2017,931122179416248320,,Pacific Time (US & Canada)
negative,TRUE,0,0,"@Iberia mañana tengo un vuelo Tokio-Madrid,he recibido vuestro mail para realizar el https://t.co/54ZbMQ3Li9 una pa… https://t.co/zogO5ODT3d",,Tue Nov 28 08:12:19 +0000 2017,935421081992626176,,
neutral,FALSE,0,0,"Conexión WiFi, alimentos y regaderas son brindados por Iberia en su lounge del Aeropuerto Internacional de Madrid. https://t.co/PEzhdb814l",,Mon Nov 27 22:46:30 +0000 2017,935278688081469445,,Mountain Time (US & Canada)
negative,TRUE,0,0,"@juanin3 @llvirgili @ugtcatalunya @BeatrizTalegon Los pecadores son los de Iberia, no los usuarios del aeropuerto d… https://t.co/IIiOhfihyC",,Tue Dec 12 20:38:21 +0000 2017,940682256196210690,,
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/OFWfScvrlE",,Thu Nov 16 16:14:53 +0000 2017,931193866887290880,,Buenos Aires
positive,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/1HsVAQQ7gl,,Mon Dec 18 10:36:55 +0000 2017,942705227416985600,,Caracas
neutral,FALSE,0,0,Iberia ofertará vuelos directos a Puerto Rico para el verano de 2018 https://t.co/lnv7nBeePp https://t.co/QusV7TtvMR,,Fri Dec 15 11:19:07 +0000 2017,941628684925988864,,
positive,FALSE,0,0,Iberia Express celebra sus cinco años con una oferta de 5.000 plazas a sólo 5 euros. https://t.co/WcwB47FjRX,,Sat Dec 02 12:20:07 +0000 2017,936932994341834752,,Madrid
neutral,TRUE,0,0,"@Silenciera @Iberia Creo que al llegar nos degüellan a todos, el billete de vuelta nos lo venden para que nos confiemos.",,Fri Dec 15 15:26:06 +0000 2017,941690841042685952,,Madrid
negative,TRUE,0,0,@CryptoMute @Iberia Pero el tema hotel y tal lo pagáis vosotros?? Mucho ánimo y que les den a @Iberia,,Tue Dec 12 23:26:53 +0000 2017,940724667626807296,,Madrid
neutral,TRUE,0,0,@iClaudiaOrtega @Iberia A ver si otras líneas se esfuerzan..,,Sat Dec 23 18:19:46 +0000 2017,944633646308306944,,Athens
negative,FALSE,0,0,1. @LATAM_ARG Nos reprogama el vuelo del lunes con @Iberia por causa del paro. 2. Iberia cancela el vuelo reprogram… https://t.co/vo03l5Oe8n,,Tue Dec 19 13:59:04 +0000 2017,943118489442816000,,Paris
negative,FALSE,0,0,Hace 10 años Miguel Blesa de la Parra gastaba -110€ con su tarjeta black en VENTA A BORDO IBERIA,,Thu Nov 23 10:44:32 +0000 2017,933647446651146241,,
negative,TRUE,0,0,"@Iberia No se había cerrado el embarque, en las pantallas figuraba “última llamada"", la respuesta de la persona del… https://t.co/KeMMfn9PQJ",,Wed Jan 03 15:46:40 +0000 2018,948581385861828611,,
positive,FALSE,0,0,Hace 90 años Iberia unió Madrid y Barcelona por 163 pesetas. ¿Cuánto costaría hoy ese billete? https://t.co/DlGVWF6G6W vía @elpais_economia,,Sat Dec 16 11:48:30 +0000 2017,941998467706179584,,Madrid
neutral,TRUE,0,0,@Ryanair Alicante #TravelThursday,,Thu Nov 30 20:05:29 +0000 2017,936325331614609408,,
negative,FALSE,0,0,Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos.... https://t.co/RkQZIWtqIx,,Tue Nov 28 09:02:01 +0000 2017,935433589566660608,,Athens
neutral,TRUE,0,0,@Alexblaze100 Si de hecho voy con Ryanair,,Thu Jan 04 23:21:45 +0000 2018,949058296089989120,,Pacific Time (US & Canada)
negative,TRUE,0,0,"@Iberia Si pero ustedes DISCRIMINAN el medio por el cual yo compre, su respuesta por callcenter  es “si compro por… https://t.co/OemHLlYwe0",,Wed Nov 15 15:25:07 +0000 2017,930818956700549125,,
negative,FALSE,0,0,"""Desde nuestros inicios apostamos por la #innovación para ofrecer cada día un mejor servicio"", Javier Urbiola, Pres… https://t.co/4rRyoinu0m",,Mon Nov 20 11:52:21 +0000 2017,932577350876893184,,
neutral,FALSE,0,0,KFC Iberia y WFP se proponen distribuir más de… https://t.co/dkjQhVHHF8 #Anunciantes #comidasescolares #donativos… https://t.co/EGrBh9bo1q,,Tue Oct 31 08:03:05 +0000 2017,925271898405052416,,
negative,TRUE,0,0,@ferie_tale @Iberia Exacto: la respuesta de @Iberia es ridícula. El problema estriba en que la tripulación no hace… https://t.co/EDXOdWy5bx,,Thu Nov 23 18:19:21 +0000 2017,933761906048987136,,
neutral,TRUE,0,0,@Ryanair Madrid,,Fri Dec 15 22:01:20 +0000 2017,941790302792241152,,
neutral,FALSE,0,0,Vivo esperando un correo de Ryanair diciendo que me adelantan el vuelo a mañana,,Thu Dec 14 11:29:20 +0000 2017,941268868571566080,,Amsterdam
negative,FALSE,0,0,Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/f5QDJogQfo https://t.co/M9Ms5BzmT1,,Thu Oct 26 00:40:11 +0000 2017,923348499558780929,,Madrid
positive,FALSE,0,0,"Ryanair subraya el ""potencial turístico"" de Vigo y estudia ya abrir nuevas rutas en Peinador https://t.co/w972vmWbNK vía @Farodevigo",,Tue Nov 28 07:28:24 +0000 2017,935410027078279169,,Europe/Madrid
positive,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/WFW5VTiFYk,,Wed Dec 06 02:36:26 +0000 2017,938235656391806976,,Buenos Aires
neutral,FALSE,0,0,Veni a Irlanda!!! https://t.co/M7QbAkyzqn,,Wed Nov 29 14:58:24 +0000 2017,935885661466394626,,
negative,TRUE,0,0,@ivan_cortina @Iberia Menudo golpe! La llevabas en una maleta dura?,,Sun Dec 31 08:20:56 +0000 2017,947382046862737408,,
positive,FALSE,0,0,Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros https://t.co/i7JMIyqGiI #turismo,,Mon Jan 08 14:35:17 +0000 2018,950375360868376576,,
negative,TRUE,0,0,"@Iberia Como se aprecia en la documentación que adjunto no hay opción de réplica, salvo presentar otra reclamación… https://t.co/SbndIXrkpZ",,Tue Nov 14 21:29:52 +0000 2017,930548360150437888,,Greenland
negative,FALSE,0,0,"En 2018, Iberia tendrá más vuelos y clase Turista Premium https://t.co/xCEf5FH5MN https://t.co/sS98JzhWkl",,Fri Nov 24 15:00:34 +0000 2017,934074268148576257,,
negative,FALSE,0,0,Por qué me dais el puto asiento del medio si el que tengo al lado que da a la ventanilla está libre @ Ryanair,,Fri Dec 22 13:54:12 +0000 2017,944204427690414080,,Madrid
negative,TRUE,0,0,@Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA… https://t.co/i7lRyb51it,,Thu Dec 14 12:52:19 +0000 2017,941289750203428864,,
negative,FALSE,0,0,El año que Ryanair se lio con las vacaciones de los pilotos y otras noticias impactantes del turismo en 2017 https://t.co/HAhRjNcZlB,,Fri Dec 29 08:49:09 +0000 2017,946664372075712513,,Santiago
neutral,TRUE,0,0,@Iberia @amaliaconava Buenas noches @Iberia cuando sabrán si hay vuelos afectados? Tienen como mínimo las horas que… https://t.co/9C3s92u23T,,Sun Dec 17 23:19:00 +0000 2017,942534624844107777,,Pacific Time (US & Canada)
neutral,TRUE,0,0,@Potricofs @heraldoes @RealZaragoza Cuéntaselo a Ryanair...,,Tue Dec 26 14:56:27 +0000 2017,945669645247401984,,Athens
neutral,TRUE,0,0,"@Iberia No,con Iberia pero no hay mostrador de Iberia en Londres, tienes que ir a British airways, pero leéis lo q la gente escribe?",,Thu Jan 04 06:31:54 +0000 2018,948804161558253568,,
neutral,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/XACW3eGqlD,,Mon Dec 18 15:52:08 +0000 2017,942784554435215365,,Madrid
negative,TRUE,0,0,@Andrea98Casas Ryanair no me quiere dejar los vuelos baratos 😓😫😪,,Mon Jan 08 15:13:28 +0000 2018,950384969481904128,,Athens
neutral,TRUE,0,0,@ConsEspQuito @EmbEspEcuador @ConEspGuayaquil @Iberia @AirEuropa Estoy en ecuador por 35 dias co. mi hija residente… https://t.co/5nK0RAWjpr,,Thu Dec 28 02:25:52 +0000 2017,946205528547618816,,
negative,TRUE,0,0,"@Manuel_Munoz_C @Pato_Erlandsen Por eso, el de Iberia la tiró para afuera y el de Huachipato al palo creo",,Tue Dec 05 10:41:12 +0000 2017,937995264912232449,,
negative,FALSE,0,0,2017: ¿Cuál fue la mejor aerolínea del mundo este año? Estoy seguro que iBERIA no lo es......compañía perdió hace t… https://t.co/Kqs0119t8k,,Thu Dec 14 22:49:43 +0000 2017,941440092027211777,,
negative,FALSE,0,0,"Maricones, que ya he llegado al sur. Todo ha ido bien. Los cabrones de Ryanair me han tocado la chocha con sus retr… https://t.co/20jRqMLYpv",,Fri Dec 15 23:18:04 +0000 2017,941809615339245569,,Pacific Time (US & Canada)
positive,FALSE,0,0,"Retweeted Kreab Iberia (@KreabIberia):

Ya estamos preparados para los retos que deparará el 2018.... https://t.co/P6dkqR8kcU",,Fri Dec 22 13:00:23 +0000 2017,944190884542902272,,Berlin
neutral,FALSE,0,0,Nuevo impulso al Aeropuerto de Vitoria-Gasteiz ▶️ @Ryanair estrena su nueva ruta a Colonia. El martes por la noche… https://t.co/6bib8fG2iF,,Mon Oct 30 11:00:51 +0000 2017,924954243701858305,"Madrid, Comunidad de Madrid",Madrid
negative,TRUE,0,0,"@DonostiAir @Iberia @AirNostrumLAM Con lo que el 8317 de mañana, también queda ""en el aire"", no?",,Mon Dec 18 21:30:13 +0000 2017,942869635942273024,,
negative,FALSE,0,0,Así se bajó un pasajero de RyanAir harto de esperar para desembarcar https://t.co/cd38zMcV2C https://t.co/uSYZnLXFqa,,Thu Jan 04 14:17:10 +0000 2018,948921249618644992,,Caracas
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/CHpa64orRk",,Thu Nov 23 09:58:02 +0000 2017,933635747286044673,,Bogota
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/vucDccrcwv",,Thu Nov 23 03:07:49 +0000 2017,933532509266173952,,
neutral,TRUE,0,0,"@Iberia tengo tarjeta plata y vuelvo con American en un vuelo comprado a BritA desde SFO. Ida:32kg. Vuelta, solo 23 dejan. Bien? (O 2 malet)",,Fri Nov 03 15:40:59 +0000 2017,926474294766587904,,Madrid
negative,FALSE,0,0,Ya hay fecha para la entrada en vigor de la nueva política de equipajes de Ryanair https://t.co/qkA9Zu893c vía @quediario,,Mon Dec 18 04:40:48 +0000 2017,942615607475924994,,Madrid
negative,TRUE,0,0,@Iberia Último vuelo fue con @Avianca pero @Iberia no entregó las maletas en la conexion de Madrid. Necesitan los d… https://t.co/BLPxWqzMqf,,Mon Dec 04 14:49:57 +0000 2017,937695476677271552,,
neutral,FALSE,0,0,¿Voláis dentro de poco?En la zona VIP @Iberia hemos instalado uns consolas de @Xbox_Spain para q no os aburrais esp… https://t.co/yAw0knq8Cj,,Mon Oct 30 13:16:01 +0000 2017,924988260182560768,,Lisbon
negative,TRUE,0,0,"@Ryanair hola!, el chat de la página no funciona y necesito hacer una consulta, gracias!",,Mon Nov 13 08:36:07 +0000 2017,929991249771290624,,
positive,TRUE,0,0,@Iberia El vuelo fenomenal! Magnificos profesionales!,,Mon Nov 06 09:07:58 +0000 2017,927462550328967169,,
negative,TRUE,0,0,"@Iberia Si, claro, la imagen me la descargué tal cual me llegó al email. Gracias, feliz Navidad.",,Mon Dec 25 08:07:23 +0000 2017,945204312862490624,,Pacific Time (US & Canada)
negative,TRUE,0,0,@Iberia #nuncamasvolarconiberiaexpress #abandonadosenamsterdam @iberiaexpress ; 4 días de retraso por cancelación d… https://t.co/2QxPwUdZrg,,Tue Dec 12 12:54:17 +0000 2017,940565469358108673,,
negative,TRUE,0,0,@iberia Algún mail de contacto para realizar una consulta sobre una reserva?,,Thu Jan 04 18:54:37 +0000 2018,948991069718491138,,Buenos Aires
negative,FALSE,0,0,"Esto es bueno! @iberiaexpress lanza promoción y @LaVanguardia lo anuncia a los 4 vientos, pero no hay ningúna ofert… https://t.co/67Ab8GXDov",,Wed Nov 29 18:17:34 +0000 2017,935935786087796737,,Greenland
neutral,FALSE,0,0,Iberia Express y otras aerolíneas se suman al #BlackFriday2017 con descuentos de hasta el 50%… https://t.co/RAZkTaVlGd,,Tue Nov 21 12:43:30 +0000 2017,932952610860093440,,Madrid
negative,FALSE,0,0,"Cola de Ryanair en Berlín: le intentan cobrar 50€ porque la maleta no cabe. Mete todo en una bolsa de plástico, parte la maleta y ¡aplauso!",,Fri Dec 22 15:04:51 +0000 2017,944222207382900736,,Greenland
neutral,TRUE,0,0,@Iberia He contestado por privado con el nombre del Titular y el número de expediente.,,Mon Dec 25 10:44:37 +0000 2017,945243881867825153,,Madrid
negative,FALSE,0,0,Las nuevas conexiones veraniegas de Iberia Express https://t.co/QnGvwz11JD https://t.co/URhtTKOEou,,Sat Dec 16 20:21:20 +0000 2017,942127524556963841,,Madrid
negative,TRUE,0,0,@ariadna1121 @VivaColombiaco $$$ el modelo low cost manda la parada mundial en vuelos cortos para ejecutivos o esca… https://t.co/Vvnk0q0lJR,,Thu Nov 30 14:40:19 +0000 2017,936243500844187648,,
positive,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/ZBtWTrQ4ku",,Fri Nov 17 12:20:14 +0000 2017,931497205797711872,,
positive,TRUE,0,0,"@Iberia @scoobymedina Gracias Iberia, uno más en el hogar que se merece y uno menos en el refugio.",,Thu Dec 14 16:12:32 +0000 2017,941340134863245313,,Amsterdam
negative,FALSE,0,0,Hoy vuelo de Barcelona a Bruselas con @Iberia por la traicionera cancelación de @Ryanair. Vuelos puntuales por el m… https://t.co/8ghDFaKSBC,,Thu Nov 16 18:26:44 +0000 2017,931227048789659648,"Madrid, España",
negative,FALSE,0,0,No se imaginan la debacle de imagen de país narco con turistas extranjeros (“locos” “idiotas”) al tener agentes de… https://t.co/T6TvY7PttO,,Wed Dec 27 01:42:49 +0000 2017,945832306505322496,,Eastern Time (US & Canada)
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/Hvcel2xS2C",,Fri Nov 24 12:00:14 +0000 2017,934028884860981252,,Buenos Aires
negative,TRUE,0,0,"@Iberia UNA VERGUENZA, Por un cambio de fecha de pasaje de vuelta me quieren cobrar el doble lo que me salió el pas… https://t.co/AUBRfuxsCq",,Tue Jan 02 12:45:33 +0000 2018,948173417039228928,,Buenos Aires
negative,FALSE,0,0,Oye ryanair para de mandarme ofertas si os habéis puto ido de menorca dejando el monopolio a vueling,,Sun Nov 26 22:49:30 +0000 2017,934917055937171457,,Pacific Time (US & Canada)
negative,FALSE,0,0,Puede alguien decirme en que lugar de la página web de @Iberia funciona algo bien???,,Thu Nov 02 13:42:41 +0000 2017,926082134858780672,,
neutral,TRUE,0,0,"@Iberia Soi español y quiero viajar a argentina, podría comprar un billete de ida y por separado otro de vuelta con… https://t.co/eFFKclwaQx",,Tue Dec 19 19:59:36 +0000 2017,943209217904857093,,Pacific Time (US & Canada)
negative,FALSE,0,0,"Debido a la huelga de hoy en Italia, Ryanair ha cancelado los vuelos:
-FR4633 Milan Bergamo - Zaragoza
-FR4634 Zaragoza - Milan Bergamo",,Fri Dec 15 08:22:36 +0000 2017,941584260561022976,,Madrid
positive,FALSE,0,0,La aerolínea Iberia lanzó programa de beneficios para las pequeñas y medianas empresas. https://t.co/XucK2imUjo https://t.co/fmYb11nW5w,,Fri Dec 22 15:40:00 +0000 2017,944231053232889858,,Bogota
negative,FALSE,0,0,"Si, he verificado que las gafas de sol si aparecieron en su día en el avión, pero me han confirmado que también han… https://t.co/mRoPL6sGOa",,Thu Jan 04 05:04:54 +0000 2018,948782267652018177,,Madrid
negative,FALSE,0,0,Ryanair publica la lista completa de vuelos cancelados 8 https://t.co/yRDwLtqKHi via,,Mon Dec 18 02:26:53 +0000 2017,942581904930496512,,Eastern Time (US & Canada)
neutral,FALSE,0,0,"#BunkJohnson (Nueva Orleans, 27 de diciembre de 1879-New Iberia, 7 de julio de 1949) fue un… https://t.co/D544kDJEEg",,Wed Dec 27 11:56:20 +0000 2017,945986705932324864,,Caracas
neutral,TRUE,0,0,@controladores @Iberia A que se debe la Emergencia del IBE6888 de esta madrugada? https://t.co/Hom8ttoaiW,,Mon Dec 18 08:07:01 +0000 2017,942667502529728512,,
neutral,FALSE,0,0,Y nos vamos para París 🗼 con @Iberia #HolaEuropa https://t.co/Lb0sheIwPs,,Wed Dec 13 15:51:41 +0000 2017,940972499755520000,,
negative,TRUE,0,0,"@Iberia estimados, aún sin info sobre la reserva. su ayuda por favor. gracias.",,Sun Dec 17 22:50:54 +0000 2017,942527553646022656,,Santiago
negative,FALSE,0,0,Ryanair no se conforma sólo con los vuelos https://t.co/fyMwj8XdMQ via @AppyGeekEs,,Fri Nov 17 10:06:17 +0000 2017,931463496511967232,"Manzanares, España",Europe/Madrid
neutral,TRUE,0,0,@Ryanair Madrid #TravelThursday https://t.co/1GaswIAPhb,,Fri Nov 24 01:30:26 +0000 2017,933870393089314816,,
negative,TRUE,0,0,@JhonatanRVal @Avianca @Iberia DEVUELVAN LA MALETAAAAAA😈😈😈,,Tue Dec 05 17:22:32 +0000 2017,938096262615793664,,
negative,FALSE,0,0,"Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas https://t.co/Gz1L4Bb2Ju https://t.co/xwiwGRsYaJ",,Tue Dec 12 23:04:17 +0000 2017,940718979378827266,,Pacific Time (US & Canada)
negative,TRUE,0,0,@AirHelp_ES @Fly_Norwegian @Iberia @KLM @vueling Hemos reclamado pero hasta ahora no nos han dado una solución al i… https://t.co/OIcjn0juNN,,Thu Dec 21 17:27:24 +0000 2017,943895694347243520,,
positive,TRUE,0,0,"@El_Universo_Hoy Nos mueve la pasión por VOLAR , gracias Iberia🌜✈️.
Foto/ @lebribri (francia) #Espana #Spain https://t.co/cPaAe12L2V",,Mon Jan 01 11:02:13 +0000 2018,947785022991413249,,
positive,TRUE,0,0,@Iberia Muchas gracias!,,Fri Dec 15 16:06:58 +0000 2017,941701125165764609,,Santiago
positive,TRUE,0,0,"@javilosana Jajajajaja @javilosana  han sido muchas horas, días ... Volando con Iberia!. Y se coge cariño 😉",,Thu Dec 14 17:20:18 +0000 2017,941357190157348866,,
negative,FALSE,0,0,Iberia si lo reconocemos https://t.co/JaNiXZUc2E,,Wed Nov 29 20:05:46 +0000 2017,935963015316373505,,
neutral,TRUE,0,0,"@albertosuarez15 @Iberia Era el EC-BRP “Lope de Vega”, lo adquirió Iberia en Noviembre del 70. Ya ha llovido!!😂😂Gra… https://t.co/vtNE7KcQ2h",,Thu Dec 14 17:45:32 +0000 2017,941363541659017216,,
neutral,FALSE,0,0,Los sindicatos convocan paros en el colectivo de tierra de Ryanair en Espa https://t.co/0J7V0ZcR3S #Convocatorias #Viral #Empleo #Noticias,,Thu Dec 14 13:33:38 +0000 2017,941300148050657280,,
neutral,TRUE,0,0,@Ryanair_ES hola! mañana vuelo con Ryanair a las 8 de la mañana y mi maleta de equipaje de mano mide 22 y no 20 de… https://t.co/GXkKj3dfIe,,Wed Nov 15 21:39:50 +0000 2017,930913257015119872,,
positive,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/N7fQuCEdka",,Mon Nov 20 16:05:43 +0000 2017,932641110731771904,,Buenos Aires
neutral,FALSE,0,0,Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros https://t.co/DxYSDJ2yRm vía @elpais_economia,,Mon Jan 08 15:06:12 +0000 2018,950383139871952898,,
neutral,FALSE,0,0,"Hola @Iberia, se pueden llevar bombones en el equipaje de mano?? Vuelo Madrid»Mallorca. Gracias.",,Wed Oct 25 20:07:04 +0000 2017,923279764735119362,,Madrid
neutral,TRUE,0,0,@AvionRevueInt @Iberia Estoy en mi kiosco y no la tienen?? Es una publicación especial??,,Fri Dec 15 11:34:09 +0000 2017,941632467710218240,,Madrid
negative,FALSE,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #vIDEO https://t.co/eiq5JFzWJh",,Thu Nov 30 05:18:12 +0000 2017,936102037292544001,,Bogota
positive,TRUE,0,0,@Iberia @Fjlopezm Faltaría más. Yo también lo celebró con ustedes. Son mi nexo con los buenos ratos vividos en Península. 👏👏,,Thu Dec 14 09:48:35 +0000 2017,941243511873171456,,
negative,FALSE,0,0,Ya olvidaba lo pequeño que tiene de espacio en los aviones nacionales por Iberia 😓😄,,Mon Nov 06 19:18:13 +0000 2017,927616127009685505,"Madrid, España",Mexico City
neutral,FALSE,0,0,😢😢😢 no hay nueva camiseta 🐝 https://t.co/Fnt235DldL,,Fri Nov 17 11:40:23 +0000 2017,931487175367188480,,
negative,TRUE,0,0,@noeliaggil @jalvarogonzalez @Ryanair_ES @viajesrockyfoto @Iberia @FlyingBrussels @Monarch @Ryanair @RyanairFlights… https://t.co/22VnZXzlOK,,Fri Nov 24 11:22:04 +0000 2017,934019279535656961,,Madrid
neutral,TRUE,0,0,@Iberia hola queria volar con mi mascota pero no se cuanto vale y si es posible donde puedo encontrar ayuda con esto? gracias,,Fri Dec 22 12:24:56 +0000 2017,944181964134932480,,Europe/London
positive,FALSE,0,0,Comentario en ESCRIBE TUS RELATOS DE OCTUBRE (IV): CON UNA TRIPULACIÓN DE @Iberia Y @MairenMairenmu por Silvia…… https://t.co/X2VONmL53R,,Thu Oct 26 13:54:24 +0000 2017,923548368562880512,,Madrid
negative,FALSE,0,0,ME HAN RETRASADO EL VUELO ID TODOS A POR @IBERIA,,Fri Nov 03 07:39:54 +0000 2017,926353226085158917,,Belgrade
